A0 A#0 B0 C1 C#1 D1 D#1 E1 F1 F#1 G1 G#1 A1 A#1 B1 C2 C#2 D2 D#2 E2 F2 F#2 G2 G#2 A2 A#2 B2 C3 C#3 D3 D#3 E3 F3 F#3 G3 G#3 A3 A#3 B3 C4 C#4 D4 D#4 E4 F4 F#4 G4 G#4 A4 A#4 B4 C5 C#5 D5 D#5 E5 F5 F#5 G5 G#5 A5 A#5 B5 C6 C#6 D6 D#6 E6 F6 F#6 G6 G#6 A6 A#6 B6 C7 C#7 D7 D#7 E7 F7 F#7 G7 G#7 A7 A#7 B7 C8
-4.455 -4.16 -3.875 -3.6 -3.335 -3.08 -2.835 -2.6 -2.375 -2.16 -1.955 -1.76 -1.575 -1.4 -1.235 -1.08 -0.935 -0.8 -0.675 -0.56 -0.455 -0.36 -0.275 -0.2 -0.135 -0.08 -0.035 0.0 0.025 0.04 1.07625383766 0.04 0.025 0.0 -0.035 -0.08 -0.135 -0.2 -0.275 -0.36 -0.455 -0.56 -0.675 -0.8 -0.935 -1.08 -1.235 -1.4 -1.575 -1.76 -1.955 -2.16 -2.375 -2.6 -2.835 -3.08 -3.335 -3.6 -3.875 -4.16 -4.455 -4.76 -5.075 -5.4 -5.735 -6.08 -6.435 -6.8 -7.175 -7.56 -7.955 -8.36 -8.775 -9.2 -9.635 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0
-4.76 -4.455 -4.16 -3.875 -3.6 -3.335 -3.08 -2.835 -2.6 -2.375 -2.16 -1.955 -1.76 -1.575 -1.4 -1.235 -1.08 -0.935 -0.8 -0.675 -0.56 -0.455 -0.36 -0.275 -0.2 -0.135 -0.08 -0.035 0.0 0.025 0.04 1.0 0.04 0.025 0.0 -0.035 -0.08 -0.135 -0.2 -0.275 -0.36 -0.455 -0.56 -0.675 -0.8 -0.935 -1.08 -1.235 -1.4 -1.575 -1.76 -1.955 -2.16 -2.375 -2.6 -2.835 -3.08 -3.335 -3.6 -3.875 -4.16 -4.455 -4.76 -5.075 -5.4 -5.735 -6.08 -6.435 -6.8 -7.175 -7.56 -7.955 -8.36 -8.775 -9.2 -9.635 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0
-5.075 -4.76 -4.455 -4.16 -3.875 -3.6 -3.335 -3.08 -2.835 -2.6 -2.375 -2.16 -1.955 -1.76 -1.575 -1.4 -1.235 -1.08 -0.935 -0.8 -0.675 -0.56 -0.455 -0.36 -0.275 -0.2 -0.135 -0.08 -0.035 0.0 0.025 0.04 1.0 0.04 0.025 0.0 -0.035 -0.08 -0.135 -0.2 -0.275 -0.36 -0.455 -0.56 -0.675 -0.8 -0.935 -1.08 -1.235 -1.4 -1.575 -1.76 -1.955 -2.16 -2.375 -2.6 -2.835 -3.08 -3.335 -3.6 -3.875 -4.16 -4.455 -4.76 -5.075 -5.4 -5.735 -6.08 -6.435 -6.8 -7.175 -7.56 -7.955 -8.36 -8.775 -9.2 -9.635 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0
-5.4 -5.075 -4.76 -4.455 -4.16 -3.875 -3.6 -3.335 -3.08 -2.835 -2.6 -2.375 -2.16 -1.955 -1.76 -1.575 -1.4 -1.235 -1.08 -0.935 -0.8 -0.675 -0.56 -0.455 -0.36 -0.275 -0.2 -0.135 -0.08 -0.035 0.0 0.025 0.04 1.0 0.04 0.025 0.0 -0.035 -0.08 -0.135 -0.2 -0.275 -0.36 -0.455 -0.56 -0.675 -0.8 -0.935 -1.08 -1.235 -1.4 -1.575 -1.76 -1.955 -2.16 -2.375 -2.6 -2.835 -3.08 -3.335 -3.6 -3.875 -4.16 -4.455 -4.76 -5.075 -5.4 -5.735 -6.08 -6.435 -6.8 -7.175 -7.56 -7.955 -8.36 -8.775 -9.2 -9.635 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0
-5.735 -5.4 -5.075 -4.76 -4.455 -4.16 -3.875 -3.6 -3.335 -3.08 -2.835 -2.6 -2.375 -2.16 -1.955 -1.76 -1.575 -1.4 -1.235 -1.08 -0.935 -0.8 -0.675 -0.56 -0.455 -0.36 -0.275 -0.2 -0.135 -0.08 -0.035 0.0 0.025 0.04 1.0 0.04 0.025 0.0 -0.035 -0.08 -0.135 -0.2 -0.275 -0.36 -0.455 -0.56 -0.675 -0.8 -0.935 -1.08 -1.235 -1.4 -1.575 -1.76 -1.955 -2.16 -2.375 -2.6 -2.835 -3.08 -3.335 -3.6 -3.875 -4.16 -4.455 -4.76 -5.075 -5.4 -5.735 -6.08 -6.435 -6.8 -7.175 -7.56 -7.955 -8.36 -8.775 -9.2 -9.635 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0
-6.08 -5.735 -5.4 -5.075 -4.76 -4.455 -4.16 -3.875 -3.6 -3.335 -3.08 -2.835 -2.6 -2.375 -2.16 -1.955 -1.76 -1.575 -1.4 -1.235 -1.08 -0.935 -0.8 -0.675 -0.56 -0.455 -0.36 -0.275 -0.2 -0.135 -0.08 -0.035 0.0 0.025 0.04 1.0 0.04 0.025 0.0 -0.035 -0.08 -0.135 -0.2 -0.275 -0.36 -0.455 -0.56 -0.675 -0.8 -0.935 -1.08 -1.235 -1.4 -1.575 -1.76 -1.955 -2.16 -2.375 -2.6 -2.835 -3.08 -3.335 -3.6 -3.875 -4.16 -4.455 -4.76 -5.075 -5.4 -5.735 -6.08 -6.435 -6.8 -7.175 -7.56 -7.955 -8.36 -8.775 -9.2 -9.635 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0
-6.435 -6.08 -5.735 -5.4 -5.075 -4.76 -4.455 -4.16 -3.875 -3.6 -3.335 -3.08 -2.835 -2.6 -2.375 -2.16 -1.955 -1.76 -1.575 -1.4 -1.235 -1.08 -0.935 -0.8 -0.675 -0.56 -0.455 -0.36 -0.275 -0.2 -0.135 -0.08 -0.035 0.0 0.025 0.04 1.0 0.04 0.025 0.0 -0.035 -0.08 -0.135 -0.2 -0.275 -0.36 -0.455 -0.56 -0.675 -0.8 -0.935 -1.08 -1.235 -1.4 -1.575 -1.76 -1.955 -2.16 -2.375 -2.6 -2.835 -3.08 -3.335 -3.6 -3.875 -4.16 -4.455 -4.76 -5.075 -5.4 -5.735 -6.08 -6.435 -6.8 -7.175 -7.56 -7.955 -8.36 -8.775 -9.2 -9.635 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0
-6.8 -6.435 -6.08 -5.735 -5.4 -5.075 -4.76 -4.455 -4.16 -3.875 -3.6 -3.335 -3.08 -2.835 -2.6 -2.375 -2.16 -1.955 -1.76 -1.575 -1.4 -1.235 -1.08 -0.935 -0.8 -0.675 -0.56 -0.455 -0.36 -0.275 -0.2 -0.135 -0.08 -0.035 0.0 0.025 0.04 1.0 0.04 0.025 0.0 -0.035 -0.08 -0.135 -0.2 -0.275 -0.36 -0.455 -0.56 -0.675 -0.8 -0.935 -1.08 -1.235 -1.4 -1.575 -1.76 -1.955 -2.16 -2.375 -2.6 -2.835 -3.08 -3.335 -3.6 -3.875 -4.16 -4.455 -4.76 -5.075 -5.4 -5.735 -6.08 -6.435 -6.8 -7.175 -7.56 -7.955 -8.36 -8.775 -9.2 -9.635 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0
-7.175 -6.8 -6.435 -6.08 -5.735 -5.4 -5.075 -4.76 -4.455 -4.16 -3.875 -3.6 -3.335 -3.08 -2.835 -2.6 -2.375 -2.16 -1.955 -1.76 -1.575 -1.4 -1.235 -1.08 -0.935 -0.8 -0.675 -0.56 -0.455 -0.36 -0.275 -0.2 -0.135 -0.08 -0.035 0.0 0.025 0.04 1.0 0.04 0.025 0.0 -0.035 -0.08 -0.135 -0.2 -0.275 -0.36 -0.455 -0.56 -0.675 -0.8 -0.935 -1.08 -1.235 -1.4 -1.575 -1.76 -1.955 -2.16 -2.375 -2.6 -2.835 -3.08 -3.335 -3.6 -3.875 -4.16 -4.455 -4.76 -5.075 -5.4 -5.735 -6.08 -6.435 -6.8 -7.175 -7.56 -7.955 -8.36 -8.775 -9.2 -9.635 -10.0 -10.0 -10.0 -10.0 -10.0
-7.56 -7.175 -6.8 -6.435 -6.08 -5.735 -5.4 -5.075 -4.76 -4.455 -4.16 -3.875 -3.6 -3.335 -3.08 -2.835 -2.6 -2.375 -2.16 -1.955 -1.76 -1.575 -1.4 -1.235 -1.08 -0.935 -0.8 -0.675 -0.56 -0.455 -0.36 -0.275 -0.2 -0.135 -0.08 -0.035 0.0 0.025 0.04 1.0 0.04 0.025 0.0 -0.035 -0.08 -0.135 -0.2 -0.275 -0.36 -0.455 -0.56 -0.675 -0.8 -0.935 -1.08 -1.235 -1.4 -1.575 -1.76 -1.955 -2.16 -2.375 -2.6 -2.835 -3.08 -3.335 -3.6 -3.875 -4.16 -4.455 -4.76 -5.075 -5.4 -5.735 -6.08 -6.435 -6.8 -7.175 -7.56 -7.955 -8.36 -8.775 -9.2 -9.635 -10.0 -10.0 -10.0 -10.0
-7.955 -7.56 -7.175 -6.8 -6.435 -6.08 -5.735 -5.4 -5.075 -4.76 -4.455 -4.16 -3.875 -3.6 -3.335 -3.08 -2.835 -2.6 -2.375 -2.16 -1.955 -1.76 -1.575 -1.4 -1.235 -1.08 -0.935 -0.8 -0.675 -0.56 -0.455 -0.36 -0.275 -0.2 -0.135 -0.08 -0.035 0.0 0.025 0.04 1.06501527859 0.04 0.025 0.0 -0.035 -0.08 -0.135 -0.2 -0.275 -0.36 -0.455 -0.56 -0.675 -0.8 -0.935 -1.08 -1.235 -1.4 -1.575 -1.76 -1.955 -2.16 -2.375 -2.6 -2.835 -3.08 -3.335 -3.6 -3.875 -4.16 -4.455 -4.76 -5.075 -5.4 -5.735 -6.08 -6.435 -6.8 -7.175 -7.56 -7.955 -8.36 -8.775 -9.2 -9.635 -10.0 -10.0 -10.0
-8.36 -7.955 -7.56 -7.175 -6.8 -6.435 -6.08 -5.735 -5.4 -5.075 -4.76 -4.455 -4.16 -3.875 -3.6 -3.335 -3.08 -2.835 -2.6 -2.375 -2.16 -1.955 -1.76 -1.575 -1.4 -1.235 -1.08 -0.935 -0.8 -0.675 -0.56 -0.455 -0.36 -0.275 -0.2 -0.135 -0.08 -0.035 0.0 0.025 0.04 1.0 0.04 0.025 0.0 -0.035 -0.08 -0.135 -0.2 -0.275 -0.36 -0.455 -0.56 -0.675 -0.8 -0.935 -1.08 -1.235 -1.4 -1.575 -1.76 -1.955 -2.16 -2.375 -2.6 -2.835 -3.08 -3.335 -3.6 -3.875 -4.16 -4.455 -4.76 -5.075 -5.4 -5.735 -6.08 -6.435 -6.8 -7.175 -7.56 -7.955 -8.36 -8.775 -9.2 -9.66 -10.0 -10.0
-8.775 -8.36 -7.955 -7.56 -7.175 -6.8 -6.435 -6.08 -5.735 -5.4 -5.075 -4.76 -4.455 -4.16 -3.875 -3.6 -3.335 -3.08 -2.835 -2.6 -2.375 -2.16 -1.955 -1.76 -1.575 -1.4 -1.235 -1.08 -0.935 -0.8 -0.675 -0.56 -0.455 -0.36 -0.275 -0.2 -0.135 -0.08 -0.035 0.0 0.025 0.04 1.0 0.04 0.025 0.0 -0.035 -0.08 -0.135 -0.2 -0.275 -0.36 -0.455 -0.56 -0.675 -0.8 -0.935 -1.08 -1.235 -1.4 -1.575 -1.76 -1.955 -2.16 -2.375 -2.6 -2.835 -3.08 -3.335 -3.6 -3.875 -4.16 -4.455 -4.76 -5.075 -5.4 -5.735 -6.08 -6.435 -6.8 -7.175 -7.56 -7.955 -8.36 -8.775 -9.225 -9.675 -10.0
-9.2 -8.775 -8.36 -7.955 -7.56 -7.175 -6.8 -6.435 -6.08 -5.735 -5.4 -5.075 -4.76 -4.455 -4.16 -3.875 -3.6 -3.335 -3.08 -2.835 -2.6 -2.375 -2.16 -1.955 -1.76 -1.575 -1.4 -1.235 -1.08 -0.935 -0.8 -0.675 -0.56 -0.455 -0.36 -0.275 -0.2 -0.135 -0.08 -0.035 0.0 0.025 0.04 1.0 0.04 0.025 0.0 -0.035 -0.08 -0.135 -0.2 -0.275 -0.36 -0.455 -0.56 -0.675 -0.8 -0.935 -1.08 -1.235 -1.4 -1.575 -1.76 -1.955 -2.16 -2.375 -2.6 -2.835 -3.08 -3.335 -3.6 -3.875 -4.16 -4.455 -4.76 -5.075 -5.4 -5.735 -6.08 -6.435 -6.8 -7.175 -7.56 -7.955 -8.36 -8.8 -9.24 -9.68
-9.635 -9.2 -8.775 -8.36 -7.955 -7.56 -7.175 -6.8 -6.435 -6.08 -5.735 -5.4 -5.075 -4.76 -4.455 -4.16 -3.875 -3.6 -3.335 -3.08 -2.835 -2.6 -2.375 -2.16 -1.955 -1.76 -1.575 -1.4 -1.235 -1.08 -0.935 -0.8 -0.675 -0.56 -0.455 -0.36 -0.275 -0.2 -0.135 -0.08 -0.035 0.0 0.025 0.04 1.0 0.04 0.025 0.0 -0.035 -0.08 -0.135 -0.2 -0.275 -0.36 -0.455 -0.56 -0.675 -0.8 -0.935 -1.08 -1.235 -1.4 -1.575 -1.76 -1.955 -2.16 -2.375 -2.6 -2.835 -3.08 -3.335 -3.6 -3.875 -4.16 -4.455 -4.76 -5.075 -5.4 -5.735 -6.08 -6.435 -6.8 -7.175 -7.56 -7.955 -8.385 -8.815 -9.245
-10.0 -9.635 -9.2 -8.775 -8.36 -7.955 -7.56 -7.175 -6.8 -6.435 -6.08 -5.735 -5.4 -5.075 -4.76 -4.455 -4.16 -3.875 -3.6 -3.335 -3.08 -2.835 -2.6 -2.375 -2.16 -1.955 -1.76 -1.575 -1.4 -1.235 -1.08 -0.935 -0.8 -0.675 -0.56 -0.455 -0.36 -0.275 -0.2 -0.135 -0.08 -0.035 0.0 0.025 0.04 1.16036505791 0.04 0.025 0.0 -0.035 -0.08 -0.135 -0.2 -0.275 -0.36 -0.455 -0.56 -0.675 -0.8 -0.935 -1.08 -1.235 -1.4 -1.575 -1.76 -1.955 -2.16 -2.375 -2.6 -2.835 -3.08 -3.335 -3.6 -3.875 -4.16 -4.455 -4.76 -5.075 -5.4 -5.735 -6.08 -6.435 -6.8 -7.175 -7.56 -7.98 -8.4 -8.82
-10.0 -10.0 -9.635 -9.2 -8.775 -8.36 -7.955 -7.56 -7.175 -6.8 -6.435 -6.08 -5.735 -5.4 -5.075 -4.76 -4.455 -4.16 -3.875 -3.6 -3.335 -3.08 -2.835 -2.6 -2.375 -2.16 -1.955 -1.76 -1.575 -1.4 -1.235 -1.08 -0.935 -0.8 -0.675 -0.56 -0.455 -0.36 -0.275 -0.2 -0.135 -0.08 -0.035 0.0 0.025 0.04 1.0 0.04 0.025 0.0 -0.035 -0.08 -0.135 -0.2 -0.275 -0.36 -0.455 -0.56 -0.675 -0.8 -0.935 -1.08 -1.235 -1.4 -1.575 -1.76 -1.955 -2.16 -2.375 -2.6 -2.835 -3.08 -3.335 -3.6 -3.875 -4.16 -4.455 -4.76 -5.075 -5.4 -5.735 -6.08 -6.435 -6.8 -7.175 -7.585 -7.995 -8.405
-10.0 -10.0 -10.0 -9.635 -9.2 -8.775 -8.36 -7.955 -7.56 -7.175 -6.8 -6.435 -6.08 -5.735 -5.4 -5.075 -4.76 -4.455 -4.16 -3.875 -3.6 -3.335 -3.08 -2.835 -2.6 -2.375 -2.16 -1.955 -1.76 -1.575 -1.4 -1.235 -1.08 -0.935 -0.8 -0.675 -0.56 -0.455 -0.36 -0.275 -0.2 -0.135 -0.08 -0.035 0.0 0.025 0.04 1.19739080507 0.04 0.025 0.0 -0.035 -0.08 -0.135 -0.2 -0.275 -0.36 -0.455 -0.56 -0.675 -0.8 -0.935 -1.08 -1.235 -1.4 -1.575 -1.76 -1.955 -2.16 -2.375 -2.6 -2.835 -3.08 -3.335 -3.6 -3.875 -4.16 -4.455 -4.76 -5.075 -5.4 -5.735 -6.08 -6.435 -6.8 -7.2 -7.6 -8.0
-10.0 -10.0 -10.0 -10.0 -9.635 -9.2 -8.775 -8.36 -7.955 -7.56 -7.175 -6.8 -6.435 -6.08 -5.735 -5.4 -5.075 -4.76 -4.455 -4.16 -3.875 -3.6 -3.335 -3.08 -2.835 -2.6 -2.375 -2.16 -1.955 -1.76 -1.575 -1.4 -1.235 -1.08 -0.935 -0.8 -0.675 -0.56 -0.455 -0.36 -0.275 -0.2 -0.135 -0.08 -0.035 0.0 0.025 0.04 1.0 0.04 0.025 0.0 -0.035 -0.08 -0.135 -0.2 -0.275 -0.36 -0.455 -0.56 -0.675 -0.8 -0.935 -1.08 -1.235 -1.4 -1.575 -1.76 -1.955 -2.16 -2.375 -2.6 -2.835 -3.08 -3.335 -3.6 -3.875 -4.16 -4.455 -4.76 -5.075 -5.4 -5.735 -6.08 -6.435 -6.825 -7.215 -7.605
-10.0 -10.0 -10.0 -10.0 -10.0 -9.635 -9.2 -8.775 -8.36 -7.955 -7.56 -7.175 -6.8 -6.435 -6.08 -5.735 -5.4 -5.075 -4.76 -4.455 -4.16 -3.875 -3.6 -3.335 -3.08 -2.835 -2.6 -2.375 -2.16 -1.955 -1.76 -1.575 -1.4 -1.235 -1.08 -0.935 -0.8 -0.675 -0.56 -0.455 -0.36 -0.275 -0.2 -0.135 -0.08 -0.035 0.0 0.025 0.04 1.0 0.04 0.025 0.0 -0.035 -0.08 -0.135 -0.2 -0.275 -0.36 -0.455 -0.56 -0.675 -0.8 -0.935 -1.08 -1.235 -1.4 -1.575 -1.76 -1.955 -2.16 -2.375 -2.6 -2.835 -3.08 -3.335 -3.6 -3.875 -4.16 -4.455 -4.76 -5.075 -5.4 -5.735 -6.08 -6.46 -6.84 -7.22
-10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -9.635 -9.2 -8.775 -8.36 -7.955 -7.56 -7.175 -6.8 -6.435 -6.08 -5.735 -5.4 -5.075 -4.76 -4.455 -4.16 -3.875 -3.6 -3.335 -3.08 -2.835 -2.6 -2.375 -2.16 -1.955 -1.76 -1.575 -1.4 -1.235 -1.08 -0.935 -0.8 -0.675 -0.56 -0.455 -0.36 -0.275 -0.2 -0.135 -0.08 -0.035 0.0 0.025 0.04 1.01201849053 0.04 0.025 0.0 -0.035 -0.08 -0.135 -0.2 -0.275 -0.36 -0.455 -0.56 -0.675 -0.8 -0.935 -1.08 -1.235 -1.4 -1.575 -1.76 -1.955 -2.16 -2.375 -2.6 -2.835 -3.08 -3.335 -3.6 -3.875 -4.16 -4.455 -4.76 -5.075 -5.4 -5.735 -6.105 -6.475 -6.845
-10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -9.635 -9.2 -8.775 -8.36 -7.955 -7.56 -7.175 -6.8 -6.435 -6.08 -5.735 -5.4 -5.075 -4.76 -4.455 -4.16 -3.875 -3.6 -3.335 -3.08 -2.835 -2.6 -2.375 -2.16 -1.955 -1.76 -1.575 -1.4 -1.235 -1.08 -0.935 -0.8 -0.675 -0.56 -0.455 -0.36 -0.275 -0.2 -0.135 -0.08 -0.035 0.0 0.025 0.04 1.0 0.04 0.025 0.0 -0.035 -0.08 -0.135 -0.2 -0.275 -0.36 -0.455 -0.56 -0.675 -0.8 -0.935 -1.08 -1.235 -1.4 -1.575 -1.76 -1.955 -2.16 -2.375 -2.6 -2.835 -3.08 -3.335 -3.6 -3.875 -4.16 -4.455 -4.76 -5.075 -5.4 -5.76 -6.12 -6.48
-10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -9.635 -9.2 -8.775 -8.36 -7.955 -7.56 -7.175 -6.8 -6.435 -6.08 -5.735 -5.4 -5.075 -4.76 -4.455 -4.16 -3.875 -3.6 -3.335 -3.08 -2.835 -2.6 -2.375 -2.16 -1.955 -1.76 -1.575 -1.4 -1.235 -1.08 -0.935 -0.8 -0.675 -0.56 -0.455 -0.36 -0.275 -0.2 -0.135 -0.08 -0.035 0.0 0.025 0.04 1.73193429481 0.04 0.025 0.0 -0.035 -0.08 -0.135 -0.2 -0.275 -0.36 -0.455 -0.56 -0.675 -0.8 -0.935 -1.08 -1.235 -1.4 -1.575 -1.76 -1.955 -2.16 -2.375 -2.6 -2.835 -3.08 -3.335 -3.6 -3.875 -4.16 -4.455 -4.76 -5.075 -5.425 -5.775 -6.125
-10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -9.635 -9.2 -8.775 -8.36 -7.955 -7.56 -7.175 -6.8 -6.435 -6.08 -5.735 -5.4 -5.075 -4.76 -4.455 -4.16 -3.875 -3.6 -3.335 -3.08 -2.835 -2.6 -2.375 -2.16 -1.955 -1.76 -1.575 -1.4 -1.235 -1.08 -0.935 -0.8 -0.675 -0.56 -0.455 -0.36 -0.275 -0.2 -0.135 -0.08 -0.035 0.0 0.025 0.04 1.0 0.04 0.025 0.0 -0.035 -0.08 -0.135 -0.2 -0.275 -0.36 -0.455 -0.56 -0.675 -0.8 -0.935 -1.08 -1.235 -1.4 -1.575 -1.76 -1.955 -2.16 -2.375 -2.6 -2.835 -3.08 -3.335 -3.6 -3.875 -4.16 -4.455 -4.76 -5.1 -5.44 -5.78
-10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -9.635 -9.2 -8.775 -8.36 -7.955 -7.56 -7.175 -6.8 -6.435 -6.08 -5.735 -5.4 -5.075 -4.76 -4.455 -4.16 -3.875 -3.6 -3.335 -3.08 -2.835 -2.6 -2.375 -2.16 -1.955 -1.76 -1.575 -1.4 -1.235 -1.08 -0.935 -0.8 -0.675 -0.56 -0.455 -0.36 -0.275 -0.2 -0.135 -0.08 -0.035 0.0 0.025 0.04 1.70079385191 0.04 0.025 0.0 -0.035 -0.08 -0.135 -0.2 -0.275 -0.36 -0.455 -0.56 -0.675 -0.8 -0.935 -1.08 -1.235 -1.4 -1.575 -1.76 -1.955 -2.16 -2.375 -2.6 -2.835 -3.08 -3.335 -3.6 -3.875 -4.16 -4.455 -4.785 -5.115 -5.445
-10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -9.635 -9.2 -8.775 -8.36 -7.955 -7.56 -7.175 -6.8 -6.435 -6.08 -5.735 -5.4 -5.075 -4.76 -4.455 -4.16 -3.875 -3.6 -3.335 -3.08 -2.835 -2.6 -2.375 -2.16 -1.955 -1.76 -1.575 -1.4 -1.235 -1.08 -0.935 -0.8 -0.675 -0.56 -0.455 -0.36 -0.275 -0.2 -0.135 -0.08 -0.035 0.0 0.025 0.04 1.0 0.04 0.025 0.0 -0.035 -0.08 -0.135 -0.2 -0.275 -0.36 -0.455 -0.56 -0.675 -0.8 -0.935 -1.08 -1.235 -1.4 -1.575 -1.76 -1.955 -2.16 -2.375 -2.6 -2.835 -3.08 -3.335 -3.6 -3.875 -4.16 -4.48 -4.8 -5.12
-10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -9.635 -9.2 -8.775 -8.36 -7.955 -7.56 -7.175 -6.8 -6.435 -6.08 -5.735 -5.4 -5.075 -4.76 -4.455 -4.16 -3.875 -3.6 -3.335 -3.08 -2.835 -2.6 -2.375 -2.16 -1.955 -1.76 -1.575 -1.4 -1.235 -1.08 -0.935 -0.8 -0.675 -0.56 -0.455 -0.36 -0.275 -0.2 -0.135 -0.08 -0.035 0.0 0.025 0.04 1.28972200104 0.04 0.025 0.0 -0.035 -0.08 -0.135 -0.2 -0.275 -0.36 -0.455 -0.56 -0.675 -0.8 -0.935 -1.08 -1.235 -1.4 -1.575 -1.76 -1.955 -2.16 -2.375 -2.6 -2.835 -3.08 -3.335 -3.6 -3.875 -4.185 -4.495 -4.805
-10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -9.635 -9.2 -8.775 -8.36 -7.955 -7.56 -7.175 -6.8 -6.435 -6.08 -5.735 -5.4 -5.075 -4.76 -4.455 -4.16 -3.875 -3.6 -3.335 -3.08 -2.835 -2.6 -2.375 -2.16 -1.955 -1.76 -1.575 -1.4 -1.235 -1.08 -0.935 -0.8 -0.675 -0.56 -0.455 -0.36 -0.275 -0.2 -0.135 -0.08 -0.035 0.0 0.025 0.04 1.94122346562 0.04 0.025 0.0 -0.035 -0.08 -0.135 -0.2 -0.275 -0.36 -0.455 -0.56 -0.675 -0.8 -0.935 -1.08 -1.235 -1.4 -1.575 -1.76 -1.955 -2.16 -2.375 -2.6 -2.835 -3.08 -3.335 -3.6 -3.9 -4.2 -4.5
-10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -9.635 -9.2 -8.775 -8.36 -7.955 -7.56 -7.175 -6.8 -6.435 -6.08 -5.735 -5.4 -5.075 -4.76 -4.455 -4.16 -3.875 -3.6 -3.335 -3.08 -2.835 -2.6 -2.375 -2.16 -1.955 -1.76 -1.575 -1.4 -1.235 -1.08 -0.935 -0.8 -0.675 -0.56 -0.455 -0.36 -0.275 -0.2 -0.135 -0.08 -0.035 0.0 0.025 0.04 1.40088931332 0.04 0.025 0.0 -0.035 -0.08 -0.135 -0.2 -0.275 -0.36 -0.455 -0.56 -0.675 -0.8 -0.935 -1.08 -1.235 -1.4 -1.575 -1.76 -1.955 -2.16 -2.375 -2.6 -2.835 -3.08 -3.335 -3.625 -3.915 -4.205
-10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -9.635 -9.2 -8.775 -8.36 -7.955 -7.56 -7.175 -6.8 -6.435 -6.08 -5.735 -5.4 -5.075 -4.76 -4.455 -4.16 -3.875 -3.6 -3.335 -3.08 -2.835 -2.6 -2.375 -2.16 -1.955 -1.76 -1.575 -1.4 -1.235 -1.08 -0.935 -0.8 -0.675 -0.56 -0.455 -0.36 -0.275 -0.2 -0.135 -0.08 -0.035 0.0 0.025 0.04 2.27301471701 0.04 0.025 0.0 -0.035 -0.08 -0.135 -0.2 -0.275 -0.36 -0.455 -0.56 -0.675 -0.8 -0.935 -1.08 -1.235 -1.4 -1.575 -1.76 -1.955 -2.16 -2.375 -2.6 -2.835 -3.08 -3.36 -3.64 -3.92
-10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -9.635 -9.2 -8.775 -8.36 -7.955 -7.56 -7.175 -6.8 -6.435 -6.08 -5.735 -5.4 -5.075 -4.76 -4.455 -4.16 -3.875 -3.6 -3.335 -3.08 -2.835 -2.6 -2.375 -2.16 -1.955 -1.76 -1.575 -1.4 -1.235 -1.08 -0.935 -0.8 -0.675 -0.56 -0.455 -0.36 -0.275 -0.2 -0.135 -0.08 -0.035 0.0 0.025 0.04 1.5794994699 0.04 0.025 0.0 -0.035 -0.08 -0.135 -0.2 -0.275 -0.36 -0.455 -0.56 -0.675 -0.8 -0.935 -1.08 -1.235 -1.4 -1.575 -1.76 -1.955 -2.16 -2.375 -2.6 -2.835 -3.105 -3.375 -3.645
